alert_id,opportunity_id,change_type,severity,actionable,supplier_profile,match_score,match_band,title,buyer,country_or_scope,source,previous_value,current_value,status,reason,notice_url,source_health,observed_at
alert_00fd91004a1a2055_engineering,canadabuys:ws4200235801-doc4200290562,CLASSIFICATION_CHANGED,MEDIUM,yes,engineering,75,GOOD,W7701-176500 Supply Arrangement C4ISR,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:81141902,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/18068380?anId=ANONYMOUS,HEALTHY,
alert_00fd91004a1a2055_infrastructure,canadabuys:ws4200235801-doc4200290562,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,W7701-176500 Supply Arrangement C4ISR,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:81141902,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/18068380?anId=ANONYMOUS,HEALTHY,
alert_014b71db10436376_industrial-supplier,canadabuys:cb-156-17992488,CLASSIFICATION_CHANGED,MEDIUM,yes,industrial-supplier,75,GOOD,Articulating Boom,Correctional Service of Canada (CSC),Canada,canadabuys,,UNSPSC:22101803,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_01efb1fd9480e01d_manufacturer,canadabuys:cb-566-68388718,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,POLYESTER FIBROUS CORD,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:31152100,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_023229b88f4e80f6_professional-services,canadabuys:cb-496-69627597,CLASSIFICATION_CHANGED,MEDIUM,yes,professional-services,75,GOOD,NPP – S5921711 - THS SA – Two (2) Computer Application Support. Temporary Help Services against the Supply Arrangement for the National Capital Region (NCR).​,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:80111600,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_03e9f063e0e48509_engineering,canadabuys:cb-480-32506555,CLASSIFICATION_CHANGED,MEDIUM,yes,engineering,75,GOOD,Multi-year Rental of an Autonomous Underwater Vehicle (AUV),Department of Natural Resources (NRCan),Canada,canadabuys,,"UNSPSC:25111900,UNSPSC:78111704,UNSPSC:81151806",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_03e9f063e0e48509_infrastructure,canadabuys:cb-480-32506555,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,Multi-year Rental of an Autonomous Underwater Vehicle (AUV),Department of Natural Resources (NRCan),Canada,canadabuys,,"UNSPSC:25111900,UNSPSC:78111704,UNSPSC:81151806",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_03e9f063e0e48509_logistics,canadabuys:cb-480-32506555,CLASSIFICATION_CHANGED,MEDIUM,yes,logistics,75,GOOD,Multi-year Rental of an Autonomous Underwater Vehicle (AUV),Department of Natural Resources (NRCan),Canada,canadabuys,,"UNSPSC:25111900,UNSPSC:78111704,UNSPSC:81151806",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_03e9f063e0e48509_manufacturer,canadabuys:cb-480-32506555,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,Multi-year Rental of an Autonomous Underwater Vehicle (AUV),Department of Natural Resources (NRCan),Canada,canadabuys,,"UNSPSC:25111900,UNSPSC:78111704,UNSPSC:81151806",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0456dc1708346554_professional-services,canadabuys:cb-558-87159177,CLASSIFICATION_CHANGED,MEDIUM,yes,professional-services,75,GOOD,Electoral Material – Wooden Ruler,Office of the Chief Electoral Officer (Elections),Canada,canadabuys,,"UNSPSC:44120000,UNSPSC:44121600,UNSPSC:82121500",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_04a8a0585bd14804_professional-services,canadabuys:cb-879-79038207,CLASSIFICATION_CHANGED,MEDIUM,yes,professional-services,75,GOOD,Document review in support of the Evaluation of the Future Skills Program,Department of Employment and Social Development (ESDC),Canada,canadabuys,,UNSPSC:80100000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_051c6703bf2a15c7_healthcare,canadabuys:cb-108-17958527,CLASSIFICATION_CHANGED,MEDIUM,yes,healthcare,75,GOOD,On Site Diagnostic Imaging – Ontario Region,Correctional Service of Canada (CSC),Canada,canadabuys,,"UNSPSC:85100000,UNSPSC:85101600,UNSPSC:85121700,UNSPSC:85450000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_05b0070e106bb32e_construction,canadabuys:ws5765522526-doc5769481976,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,W0107-265584 Maintenance Shelter,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:30241700,UNSPSC:95131700,UNSPSC:95140000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110017228?anId=ANONYMOUS,HEALTHY,
alert_069c55da4c39fcbe_construction,canadabuys:cb-408-22835377,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,Boiler Replacement Project at the Harrow Research and Development Centre,Department of Agriculture and Agri-Food (AAFC),Canada,canadabuys,,"UNSPSC:72151001,UNSPSC:72151002",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_069c55da4c39fcbe_infrastructure,canadabuys:cb-408-22835377,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,Boiler Replacement Project at the Harrow Research and Development Centre,Department of Agriculture and Agri-Food (AAFC),Canada,canadabuys,,"UNSPSC:72151001,UNSPSC:72151002",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_06a9bac03b48e8de_healthcare,canadabuys:cb-541-63733984,CLASSIFICATION_CHANGED,MEDIUM,yes,healthcare,75,GOOD,SAR Vacuum Spine Boards,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:42171600,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_077eb9ea89498667_logistics,canadabuys:ws5806010240-doc5806173422,CLASSIFICATION_CHANGED,MEDIUM,yes,logistics,75,GOOD,F7049-260000 – RFP – CCGH Siyay VLE,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:78182000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020010?anId=ANONYMOUS,HEALTHY,
alert_090e53c82ab928d8_manufacturer,canadabuys:ws5725368861-doc5763770107,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,PR35029_M2989-270416 Police Motorcycles,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:25101801,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020385?anId=ANONYMOUS,HEALTHY,
alert_093e54e7eac8942e_professional-services,canadabuys:cb-600-32917191,CLASSIFICATION_CHANGED,MEDIUM,yes,professional-services,75,GOOD,Immigration and Refugee Board of Canada - Interpreter Program,Immigration Refugee Board,Canada,canadabuys,,UNSPSC:82112000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_09bbcebb25938a25_manufacturer,canadabuys:ws5183087259-doc5217348046,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,W2037-250164- Parachute Instructor -Suppy Arrangement,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:25201904,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23239461?extsite=MjMyMzk0NjFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0ab1acd9a1ea5652_construction,canadabuys:cb-114-5241078,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,"Stage 2- Fort Simpson Staff Housing Energy Retrofit, Nahanni National Park Reserve",Parks Canada Agency (PC),Canada,canadabuys,,"UNSPSC:72100000,UNSPSC:72101500",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0ab1acd9a1ea5652_infrastructure,canadabuys:cb-114-5241078,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,"Stage 2- Fort Simpson Staff Housing Energy Retrofit, Nahanni National Park Reserve",Parks Canada Agency (PC),Canada,canadabuys,,"UNSPSC:72100000,UNSPSC:72101500",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0b395dcdc7184216_b2b-saas,canadabuys:ws5286859961-doc5287556087,CLASSIFICATION_CHANGED,MEDIUM,yes,b2b-saas,75,GOOD,Communications Management and Monitoring Equipment RFSA,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:43190000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23344551?extsite=MjMzNDQ1NTFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0b395dcdc7184216_it-software,canadabuys:ws5286859961-doc5287556087,CLASSIFICATION_CHANGED,MEDIUM,yes,it-software,75,GOOD,Communications Management and Monitoring Equipment RFSA,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:43190000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23344551?extsite=MjMzNDQ1NTFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0b395dcdc7184216_telecom,canadabuys:ws5286859961-doc5287556087,CLASSIFICATION_CHANGED,MEDIUM,yes,telecom,75,GOOD,Communications Management and Monitoring Equipment RFSA,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:43190000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23344551?extsite=MjMzNDQ1NTFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0c0e0960fbd81702_engineering,canadabuys:cb-786-4578560,CLASSIFICATION_CHANGED,MEDIUM,yes,engineering,75,GOOD,TBIPS - I.11 Technology Architect – Level 3,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:81160000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0c0e0960fbd81702_infrastructure,canadabuys:cb-786-4578560,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,TBIPS - I.11 Technology Architect – Level 3,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:81160000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0cf144f2da282294_construction,canadabuys:ws5749548652-doc5757154161,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,Replacement of Perimeter Intrusion Detection System (PIDS),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72121400,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110016565?anId=ANONYMOUS,HEALTHY,
alert_0cf144f2da282294_infrastructure,canadabuys:ws5749548652-doc5757154161,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,Replacement of Perimeter Intrusion Detection System (PIDS),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72121400,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110016565?anId=ANONYMOUS,HEALTHY,
alert_0d2c51a04be3ae8c_logistics,canadabuys:cb-522-23469148,CLASSIFICATION_CHANGED,MEDIUM,yes,logistics,75,GOOD,Cumberland Sound Turbot Management Area Summer Science Survey – Vessel Charter,Department of Fisheries and Oceans (DFO),Canada,canadabuys,,UNSPSC:78101701,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0d68a086a1e14c81_manufacturer,canadabuys:ws5769562595-doc5811743831,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,K2B52-260794 - Enclosed Trailer - CWS Atlantic NS,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:25101907,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020278?anId=ANONYMOUS,HEALTHY,
alert_0df93ebeaa206d82_industrial-supplier,canadabuys:ws4652867072-doc4652938644,CLASSIFICATION_CHANGED,MEDIUM,yes,industrial-supplier,75,GOOD,Renewal - Request for Supply Arrangements for Front-end Loaders (E60HS-24LOAD),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:24101600,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/20252472?extsite=MjAyNTI0NzJfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0df93ebeaa206d82_manufacturer,canadabuys:ws4652867072-doc4652938644,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,Renewal - Request for Supply Arrangements for Front-end Loaders (E60HS-24LOAD),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:24101600,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/20252472?extsite=MjAyNTI0NzJfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_0e5850fa434ad003_engineering,canadabuys:cb-20-75132174,CLASSIFICATION_CHANGED,MEDIUM,yes,engineering,75,GOOD,SBIPS RFSA (Solution-based Informatics),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:81110000,UNSPSC:81111509,UNSPSC:81111510,UNSPSC:81111706,UNSPSC:81111707,UNSPSC:81111803,UNSPSC:81111804,UNSPSC:81111808,UNSPSC:81112300",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0e5850fa434ad003_infrastructure,canadabuys:cb-20-75132174,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,SBIPS RFSA (Solution-based Informatics),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:81110000,UNSPSC:81111509,UNSPSC:81111510,UNSPSC:81111706,UNSPSC:81111707,UNSPSC:81111803,UNSPSC:81111804,UNSPSC:81111808,UNSPSC:81112300",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0e9c0af62ff800f1_construction,canadabuys:ws5784194681-doc5814854560,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,"ITT - ED001-270254 – CFIA Chiller Replacement  - Charlottetown, PE",Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72151200,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0e9c0af62ff800f1_infrastructure,canadabuys:ws5784194681-doc5814854560,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,"ITT - ED001-270254 – CFIA Chiller Replacement  - Charlottetown, PE",Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72151200,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0f07c67eb7280355_construction,canadabuys:cb-921-45014155,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,"Multiple Victoria-Class Spares: Wand, Nonmetallic Special Shaped Section, O-ring, Cover, Cylinder, Separator",Department of National Defence (DND),Canada,canadabuys,,"UNSPSC:25170000,UNSPSC:30180000,UNSPSC:31160000,UNSPSC:31180000,UNSPSC:60120000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_0f07c67eb7280355_manufacturer,canadabuys:cb-921-45014155,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,"Multiple Victoria-Class Spares: Wand, Nonmetallic Special Shaped Section, O-ring, Cover, Cylinder, Separator",Department of National Defence (DND),Canada,canadabuys,,"UNSPSC:25170000,UNSPSC:30180000,UNSPSC:31160000,UNSPSC:31180000,UNSPSC:60120000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_10a2d4280db45688_industrial-supplier,canadabuys:cb-824-76984693,CLASSIFICATION_CHANGED,MEDIUM,yes,industrial-supplier,75,GOOD,Engraving System,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:27112718,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_10d73516332f529b_manufacturer,canadabuys:cb-512-15999315,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,Straight Truck with Curtain Side Body,Department of National Defence (DND),Canada,canadabuys,,UNSPSC:25101604,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_10d8530fb0f773b6_manufacturer,canadabuys:ws4395007927-doc5528572591,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,Uncrewed Ground Vehicles-RFSA-B,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:25101900,UNSPSC:25101905",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110002993?anId=ANONYMOUS,HEALTHY,
alert_11fafd24e0917211_manufacturer,canadabuys:cb-599-27108670,CLASSIFICATION_CHANGED,MEDIUM,yes,manufacturer,75,GOOD,"Multiple Victoria-Class Spares: Packing Material, Seal Kit, Liquid Sig, Gasket, Spring, Helical, Compression, Parts Kit, Valve, Fan, Centrifugal",Department of National Defence (DND),Canada,canadabuys,,"UNSPSC:31161900,UNSPSC:31400000,UNSPSC:40101600,UNSPSC:40141600,UNSPSC:41112800",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_13acb87f37ca0fcd_logistics,canadabuys:ws5792174050-doc5792191123,CLASSIFICATION_CHANGED,MEDIUM,yes,logistics,75,GOOD,ITT - PR24384 F7049-260036 CCGS Traverse Refit,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:78182000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020291?anId=ANONYMOUS,HEALTHY,
alert_13b6ec970f72ef51_healthcare,canadabuys:cb-617-69670018,CLASSIFICATION_CHANGED,MEDIUM,yes,healthcare,75,GOOD,"Cleaning Training Program, NB",Correctional Service of Canada (CSC),Canada,canadabuys,,UNSPSC:85122100,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_148a7e7ff8b5ae6f_construction,canadabuys:ws5275945159-doc5275992527,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,W684H-260282 Asphalt Paving and Repair - CFB Halifax,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:22101600,UNSPSC:30121705,UNSPSC:72141103,UNSPSC:72141104,UNSPSC:72141105",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23383571?extsite=MjMzODM1NzFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_148a7e7ff8b5ae6f_industrial-supplier,canadabuys:ws5275945159-doc5275992527,CLASSIFICATION_CHANGED,MEDIUM,yes,industrial-supplier,75,GOOD,W684H-260282 Asphalt Paving and Repair - CFB Halifax,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:22101600,UNSPSC:30121705,UNSPSC:72141103,UNSPSC:72141104,UNSPSC:72141105",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23383571?extsite=MjMzODM1NzFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_148a7e7ff8b5ae6f_infrastructure,canadabuys:ws5275945159-doc5275992527,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,W684H-260282 Asphalt Paving and Repair - CFB Halifax,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:22101600,UNSPSC:30121705,UNSPSC:72141103,UNSPSC:72141104,UNSPSC:72141105",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://discovery.ariba.com/rfx/23383571?extsite=MjMzODM1NzFfQU4wMTQ4NDA1MDk5Mg==,HEALTHY,
alert_14daa50f1249bbbe_construction,canadabuys:ws5800904005-doc5800994859,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,"21207-269206-RFSO General Maintenance and Construction, Dorchester NB-",Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72000000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110019528?anId=ANONYMOUS,HEALTHY,
alert_14daa50f1249bbbe_infrastructure,canadabuys:ws5800904005-doc5800994859,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,"21207-269206-RFSO General Maintenance and Construction, Dorchester NB-",Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72000000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110019528?anId=ANONYMOUS,HEALTHY,
alert_1527a145f3bc093d_construction,canadabuys:ws5769876419-doc5816461738,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,EZ899-270311 - Phase 2 - Small Culvert Capital Works (2026),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:72141003,UNSPSC:72141124,UNSPSC:77000000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_1527a145f3bc093d_infrastructure,canadabuys:ws5769876419-doc5816461738,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,EZ899-270311 - Phase 2 - Small Culvert Capital Works (2026),Department of Public Works and Government Services (PSPC),Canada,canadabuys,,"UNSPSC:72141003,UNSPSC:72141124,UNSPSC:77000000",OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://canadabuys.canada.ca/en/tender-opportunities,HEALTHY,
alert_158a33340314b588_construction,canadabuys:ws5764106806-doc5814722455,CLASSIFICATION_CHANGED,MEDIUM,yes,construction,75,GOOD,W6897-260095B Painting Services Standing Offer,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72150000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020388?anId=ANONYMOUS,HEALTHY,
alert_158a33340314b588_infrastructure,canadabuys:ws5764106806-doc5814722455,CLASSIFICATION_CHANGED,MEDIUM,yes,infrastructure,75,GOOD,W6897-260095B Painting Services Standing Offer,Department of Public Works and Government Services (PSPC),Canada,canadabuys,,UNSPSC:72150000,OPEN,CHANGE_CLASSIFICATION_CHANGED; MATCH_CLASSIFICATION_PRIMARY,https://portal.us.bn.cloud.ariba.com/dashboard/public/appext/comsapsbncdiscoveryui#/RfxEvent/preview/1110020388?anId=ANONYMOUS,HEALTHY,
